run_ix,iter,time_taken
1,220,86.40128064155579
1,220,86.7563989162445
1,220,86.19546961784363
1,220,86.38154721260071
1,220,86.6974081993103
1,220,86.253835439682
1,220,86.47129559516907
1,220,85.93727827072144
1,220,86.37458968162537
1,220,85.61261105537415
1,220,85.67598462104797
1,220,86.070481300354
1,220,86.32908463478088
1,220,86.61796164512634
1,220,86.04030513763428
1,220,85.49529814720154
1,220,86.48946142196655
1,220,85.60878229141235
1,220,86.4045341014862
1,220,85.92457294464111
1,220,86.26788139343262
1,220,86.46081280708313
1,220,86.31123161315918
1,220,86.52342748641968
1,220,86.09993553161621
1,220,85.83081889152527
1,220,86.6349024772644
1,220,86.11284494400024
1,220,86.20690894126892
1,220,86.33934569358826
1,220,86.54196882247925
1,220,86.34987902641296
1,220,86.42602586746216
1,220,86.24657201766968
1,220,86.19264721870422
1,220,86.44486403465271
1,220,86.4465970993042
1,220,86.4296522140503
1,220,86.36668705940247
1,220,86.30258131027222
1,220,86.67400884628296
1,220,86.46578192710876
1,220,86.81462407112122
1,220,86.52978610992432
1,220,86.0090639591217
1,220,86.03904032707214
1,220,86.3868408203125
1,220,86.32553029060364
1,220,85.80766868591309
1,220,86.08118391036987
1,220,86.30225038528442
1,220,86.09633016586304
1,220,85.48864555358887
1,220,86.35515904426575
1,220,86.86066484451294
1,220,86.6008882522583
1,220,86.54124426841736
1,220,86.37606573104858
1,220,86.08869624137878
1,220,86.51000595092773
1,220,86.86391544342041
1,220,86.51542782783508
1,220,86.91806316375732
1,220,86.30853652954102
1,220,86.38872814178467
1,220,86.911057472229
1,220,85.76097750663757
1,220,86.3975887298584
1,220,85.91981935501099
1,220,87.53698825836182
